Product Name,Product Des,Price,Version,Update Date,Developer,Tag,Product Cate,demo url,dev url
"WPML Multilingual CMS WordPress Plugin
","WPML is a plugin for WordPress. Simply put, plugins extend the functionality of the basic WordPress CMS. In our case, WPML makes WordPress run multilingual.

ATTENTION! The automatic translation function is not part of this plugin, but only as a separate paid service that you can buy directly from the developer.

WPML lets authors write content in different languages and translate content. It also includes advanced features for translation management and an interface for professional content translation.

Using WPML requires no technical or programming skills. Site admins can install it and turn their site multilingual, without any coding. WPML includes a complete API, for integrating with other plugins and translation systems. This way, developers can easily use WPML and turn their products into multilingual.

WPML makes it easy to build multilingual sites and run them.

It’s powerful enough for corporate sites, yet simple for blogs.

Why Choose WPML?

It’s complete
With WPML you can translate pages, posts, custom types, taxonomy, menus and even the theme’s texts.

It’s compatible
Every theme or plugin that uses WordPress API runs multilingual with WPML.

It’s dependable
WPML developers offer full and ongoing support, updates are released regularly. Developers provides a large amount of documentation.

WPML is made of a core plugin and add-ons. The core WPML Multilingual CMS is always required. You can install any combination of the add-on plugins for additional functionality.

WPML Multilingual CMS
The core plugin turns WordPress multilingual. It adds the basic translation controls and allows translating content.

WPML Media Translation
This plugin allows using the WordPress Gallery in different languages. You can control which images will display for each language.

WPML String Translation
The String Translation plugin allows to translate interface strings directly from within WordPress without having to use .mo files.
The String Translation plugin allows more than just translating static texts. It also lets you translate user-generated texts that are outside of posts and pages. For example, the tagline and SEO data.

WPML Translation Management
When your clients receive their newly created multilingual site, your work ends and their work begins. The Translation Management plugin helps site admins manage their translation work. They will turn normal users into translators, send jobs to them and track progress of the site’s translation status.

WPML Sticky Links
The Sticky Links plugin keeps internal links from ever breaking. It automatically tracks linked pages in your site and keeps all incoming links up-to-date. When you change permalink structure, hierarchy and even page slugs, all incoming links update immediately.

WPML CMS Navigation
The CMS Navigation plugin adds navigational elements which you can use when building the site. This includes a breadcrumbs trail, drop-down menus and sidebar navigation.

WooCommerce Multilingual
Allows building multilingual e-commerce sites with WooCommerce and WPML.

Gravity Forms Multilingual
Allows translating Gravity Forms. You will be able to create a form in your language and translate it to different languages. No need to maintain several forms, one per language.",5,4.5.14,17/11/2022,OnTheGoSystems,Multilingual,Plugins,https://wpml.org/purchase/?dr=email,https://wpml.org/
Element Pack Pro – Addon for Elementor Page Builder WordPress Plugin,"Element Pack is an ultimate essential addon for Elementor Page Builder with 115+ of the most popular and essential elements that you need for everyday use in website page building.

Development of the Element Pack addon for Elementor has the world’s best practices in code standard and meets proper validation using the latest CSS, HTML5 and PHP 7.x (Tested up to 7.4) technology to bring you a professional addon for the Elementor Page Builder Plugin that is WordPress 5.2.x ready and compliant.

Element Pack for Elementor includes the most commonly used elements (called widgets) that help you easily manage your website content by simply using the drag and drop ability. There is absolutely no programming knowledge required, seriously!

It’s also multilingual ready, including 15+ languages and support RTL language.

85+ Pages and 450+ sections/blocks + 160+ Header and Footer already included more pages, blocks, header and footer design

3rd Party Plugins Supported

Developers from bdthemes are really happy to give support for some of the most popular plugins.

Download Monitor [Partially Supported]
WooCommerce [Fully Supported]
The Event Calendar [Partially Supported]
Contact Form 7 [Fully Supported]
WP Forms [Supported]
Ninja Forms [Supported]
Gravity Forms [Supported]
Caldera Forms [Supported]
Instagram Feed [Fully Supported]
Mailchimp for WordPress [Fully Supported]
bbPress [Partially Supported]
QuForm [Partially Supported]
Revolution Slider [Partially Supported]
Layer Slider [Partially Supported]
Booked [Fully Supported]
BuddyPress [Partially Supported]
TablePress [Fully Supported]
Easy Digital Downloads [Partially Supported]
Element Pack Included Widgets:
Carousel
FAQ
Post Slider
Post Grid
Post Gallery
Table of Content
Testimonial Grid
Testimonial Slider
Testimonial Carousel
Business Hours
Circle Menu
Custom Gallery
Comment
Contact Form
Device Slider
Document Viewer
Flip Box
Pricing Table
Lightbox
Navbar
Scroll Image
Slider
Slideshow
Tabs
Advanced Button
Advanced Heading
Advanced Google Map
Animated Heading
Countdown
Instagram
Mailchimp
Search
Scroll Button
Social share
Twitter Slider
User Login
User Register
QR Code
bbPress
Contact Form 7
Mailchimp For WordPress
Ninja Forms
Revolution Slider
TablePress
WP Forms
WooCommerce Add to Cart
WooCommerce Cart Page
WooCommerce Categories
Element Parallax
Parallax Background",5,6.8.1,17/11/2022,bdthemes,"Elementor Addons, Interface",Plugins > Elementor Pro,https://elementpack.pro/elements-demo/,https://codecanyon.net/item/element-pack-addon-for-elementor-page-builder-wordpress-plugin/21177318?s_rank=3
iThemes BackupBuddy,"BackupBuddy is the original WordPress plugin from iThemes developers, that gives your website a reliable backup strategy using a trusted WordPress backup plugin. WordPress doesn't include built-in backups, so BackupBuddy meets the need for a solid WordPress backup solution.
Even your host backup may not be enough if you experience a server crash. Other WordPress security issues include hacks, malware, user error, deleted files and running bad commands. All of these things can completely wipe out your WordPress site forever. Having a current backup of your WordPress website is critical for protecting your website. BackupBuddy is here to help.

With just a few clicks, BackupBuddy backs up your entire WordPress website from within your WordPress dashboard. BackupBuddy makes the process of how to backup a WordPress site into few simple steps.

While other WordPress backup plugins only backup the WordPress database, BackupBuddy backs up your entire WordPress installation, making sure you have a copy of all your WordPress website files.
BackupBuddy's backup includes everything needed to run your WordPress website. Backup all WordPress files, all files in the WordPress Media library, your WordPress themes and WordPress plugins, and more. Once BackupBuddy completes your backup, you get a downloadable zip file of your entire WordPress website.

A BackupBuddy backup contains:

Pages.
Posts.
Widgets.
Comments.
Theme Files.
Plugin Files.
Theme & Plugin Settings.
WordPress Settings.
WordPress Database.
WordPress Core Files.
Users.
Media Library Uploads.
Custom Post Types.
Categories & Tags.
Menus.
Images, Videos, etc.
Your backup solution needs four components to be successful. Some backup solutions cover some but not all, leaving your website vulnerable. BackupBuddy covers all four backup elements in one single plugin. So if something goes wrong, rest easy.

Complete WordPress website backup. Back up your entire WordPress website (database + all WP files).
Scheduled, automatic backups. Set up backup schedules to run automatically.
Store WordPress backups off-site. Send and store your backup files off-site in a safe, secure location.
Restore your WordPress site. Restore your WordPress website quickly & easily from a backup.
Need to change hosts or domains for your WordPress site? You can do that with BackupBuddy, too. BackupBuddy helps you move a WordPress site to a new host or domain easily. BackupBuddy's WordPress migration feature is a very popular feature for WordPress developers who build custom sites for clients locally or on a temporary domain and then move the entire site over to a live domain.

",5,8.8.0,03/10/2022,iThemes,"Security, Backup",Plugins > Security,https://ithemes.com/purchase/backupbuddy/,https://ithemes.com/purchase/backupbuddy/
Wordfence Security Premium,"Protect your websites with the best WordPress security available.
Wordfence includes an endpoint firewall and malware scanner that were built from the ground up to protect WordPress. Our Threat Defense Feed arms Wordfence with the newest firewall rules, malware signatures and malicious IP addresses it needs to keep your website safe. Rounded out by a suite of additional features, Wordfence Premium Nulled is the most comprehensive security option available.

Why choose an endpoint firewall like Wordfence?
Wordfence runs at the endpoint, your server, providing better protection than cloud alternatives. Cloud firewalls can be bypassed and have historically suffered from data leaks. Wordfence firewall leverages user identity information in over 85% of our firewall rules, something cloud firewalls don’t have access to. And our firewall doesn’t need to break end-to-end encryption like cloud solutions.

Stay a Step Ahead of Attackers with Real-time Threat Intelligence
Our data is what makes the firewall and scanner effective, upgrade to Premium to enable real-time protection. If your website is mission-critical you can't afford the downtime, reputation challenges or SEO impact of getting hacked. That's why so many sites rely on the real-time protection provided by Wordfence Premium. Wordfence Premium Nulled provides the real-time endpoint protection you need to protect your mission-critical website. Upgrade to enable these powerful features:

Real-time IP Blacklist. Blocks all requests from IP addresses that are actively attacking WordPress sites protected by Wordfence. Improves protection while improving site performance.
Real-time Firewall Rule Updates. The Wordfence firewall leverages firewall rules to identify and block malicious traffic to your website, protecting you from the latest WordPress attacks and security vulnerabilities.
Real-time Malware Signature Updates. The Wordfence security scanner and firewall rely on thousands of malware signatures to help identify malware on your website and to block malicious uploads.
Reputation Checks. Check to see if your site or IP have been listed on 3 different blacklists for malicious activity, generating spam, or spamvertizing during each scan.
Country Blocking. Designed to stop an attack, prevent content theft or end malicious activity that originates from a geographic region in less than 1/300,000th of a second.
WordPress Firewall
Wordfence includes a Web Application Firewall (WAF) that identifies and blocks malicious traffic. It runs at the endpoint, enabling deep integration with WordPress. Unlike cloud alternatives it does not break encryption, cannot be bypassed and cannot leak data. An integrated malware scanner blocks requests that include malicious code or content. Defends against brute force attacks by limiting login attempts, enforcing strong passwords and other login security measures. Upgrading to Premium enables real-time firewall rule and malware signature updates as well as the Real-time IP Blacklist, which blocks all requests from the most malicious IPs, protecting your site while reducing load.

WordPress Security Scanner
The Wordfence scanner checks core files, themes and plugins for malware, bad URLs, backdoors, SEO spam, malicious redirects and code injections. It also compares your files with what is in the WordPress.org repository, checking their integrity and reporting any changes to you. Repair files that have changed by overwriting them with a pristine, original version and easily delete any files that don't belong. It also checks your site for known security vulnerabilities, abandoned and closed plugins. Content safety checks ensure that your files, posts and comments don't contain dangerous URLs or suspicious content. Upgrading to Premium enables real-time malware signature updates, reputation checks and better control over scan timing and frequency.

Threat Defense Feed
The Threat Defense Feed arms the Wordfence plugin with the newest firewall rules, malware signatures, and malicious IP addresses it needs to keep your website safe. Wordfence protects over 3 million WordPress websites, giving us unmatched access to information about how hackers compromise sites, where attacks originate from and the malicious code they leave behind. Our security analysts and developers are 100% focused on WordPress security, constantly adding updates as they discover new threats. Premium members receive the real-time version of the Threat Defense Feed. Free users receive the community version, which is delayed by 30 days.",5,7.7.1,05/10/2022,Wordfence,Security,Plugins > Security,https://www.wordfence.com/,https://www.wordfence.com/
Fixed TOC – table of contents for WordPress plugin,"Fixed TOC is a powerful Wordpress plugin. It scans headings through the post content automatically and creates the table of contents, Fixed in the page display. Users can faster find the content they want.

Main Features:

Creating table of contents automatically from post content.
Support post, page and any other public post types.
Fully responsive. Adapt on any device size.
Display on top of post content.
Fixing to page.
Support adding widget to fixing in sidebar.
Scrolling smoothly to heading target.
Indicating current visiting heading dynamically.
Enable collapse/expand sub list.
Customize freely position, size, font, color, etc.
Support the shortcode feature that placed anywhere to show TOC in a post.
Support the post that have ‘nextpage’ quicktag.
Support Customizer live preview.
Determining which headings to show in TOC.
Showing a short hint when scrolling to the heading target.
Create your favorite style freely.
Set individual options for each page.
Lots of animated effects for selecting.
Translate ready.
Support popular page builder plugins, such as Visual Composer, Elementor, Thrive Architect, Divi, etc.
Support AMP. Require WordPress AMP plugin.",5,3.1.26,10/05/2022,wphigh,Interface,Plugins > Code Canyon,http://demo.webvars.com/fixedtoc/demo-1/,https://codecanyon.net/item/fixed-toc-wordpress-plugin/7264676
Facebook Reactions For WordPress,,5,2.6,23/07/2020,,Misc,Plugins > Code Canyon,,
Slider Revolution Responsive WordPress Plugin,"Slider Revolution is an innovative, responsive WordPress Slider Plugin that displays your content the beautiful way. Whether it’s a Slider, Carousel, Hero Scene or even a whole Front Page, the visual, drag & drop editor will let you tell your own stories in no time!

Slider Revolution is Powering over 1.000.000 WordPress Sites

It's NOT just a Slider

Build Modern & Mobile-Friendly Presentations for your Website in no time.

60+ READY TO USE EXAMPLES INCLUDED

What makes Slider Revolution OUTSTANDING?

Here are the 5 Biggest Reasons

Powerful Visual Editor – Building sliders has never been easier!
Even though Slider Revolution is sporting an impressive number of options, even beginners will manage to create beautiful presentations with new, more intuitive workflow.
Responsive with Total Control – Slider Revolution displays great on every device, be it desktop computers, tablets or smartphones. You can now individually customize how layers look on various devices.
Media / Social Feed Support – Slider Revolution 5.0 comes with support for WordPress posts, Flickr, Instagram, Twitter, Facebook, YouTube, Vimeo and HTML5. Authors plan on adding more in the near future!
Optimized Performance – Good looks aren't everything, so authors made sure that Slider Revolution also loads lightning fast! In addition to intelligent Lazy Loading options, the loaded core file size automatically scales with used features.
Free Updates & Premium Support – First released in 2012, this plugin has since then been constantly being improved in terms of features, usability and beginner-friendliness.
Get the #1 SLIDER PLUGIN FOR WORDPRESS Today!

All premium templates for Slider Revolution are included to the package!",5,6.6.5,04/11/2022,ThemePunch,Sliders,Plugins > Code Canyon,https://www.themepunch.com/,https://revolution.themepunch.com/
WP Schema Pro by Brainstorm Force,"Schema Markup Made Easy with Schema Pro Nulled
Quick & easy way to automate schema markup.

NO PROGRAMMING & CODING SKILLS. Automatically Markup Your Website With Ease
Creating a schema markup is no longer a task! With a simple click and select interface you can set up a markup in minutes. All the markup configurations you will set are automatically applied to all selected pages & posts.

RICH SNIPPETS FOR:

Article & Pages. Structured markups for a news, blog or an article page can enhance the appearance in search results. If you are a blogger, or an author who contributes news and articles, you can use the article schema markup to add additional information and create a better snippet that gives a clear picture of what your article is all about.
Recipe / Food Blog. Do you own a website that flaunts recipes and cookery tips or just a blog where you post your handmade recipes? The Recipe Schema Markup is the one for you! You can add fields like Ingredients, Preparation Time, Cooking Time, etc so that users know a few tit-bits before opening the page.
Product & Service Reviews. You can use the review schema markup to attract users and show them your positive side.
Local Business. A Schema Markup for a Local Business will help you create an attractive markup that will display additional information in search results. Do you own an eatery, a dental or health clinic, a pharmacy, a school, grocery store, salon, etc. etc. This one is for you! With Schema Pro you can set a local business markup within minutes.
Book Review. Users often hunt for a book online. Attractive schema markups make it easier for users to discover books and authors within search results. As an e-book publisher, you can create a relative markup for your book so that users are encouraged to purchase immediately after finding it in the search results.
Product & Service Reviews. Like everything else, your product too can outshine the other search engine results. All you need to do is use a Product schema markup. If you own an eCommerce website or if you are a product company, you can create these product schema markups to show off products, their reviews, price and availability to bring in the right audience on the page.
Events. Are you hosting a Free Salsa class or a drawing competition? You can use a schema markup to structure data in such a way that your event will stand out in search results. Whatever the event is, you can use this markup to attract users so that they can find the event and attend it too!
FAQ Pages. Do you have a FAQ section on your website? That can address users’ common queries. If yes, this schema can be very useful. FAQs can help users with any presale queries, product features, usage queries, etc. Well, formatted FAQs can boost sales. With Schema Pro you can apply FAQ schema markup on FAQ pages with 4 steps. This helps to display FAQs as it is in search results.
DIGITAL MARKETERS FAVORITE TOOL. Outperform Your Competitors in Search Engines

EYE CATCHING RESULTS. Additional information like reviews, ratings, time, etc. will make your snippet stand out from the rest.
POTENTIAL INCREASE IN CTR. Displaying positive information including ratings and votes encourages users visit your page.
ALL POST TYPES. With a large number of schema types, you get complete freedom to use them on all your website post types.
Latest & Up-To-Date With Google

JSON-LD IMPLEMENTATION. We've implemented JSON-LD in Schema Pro, keeping up with the latest trend and technology.
HIGHLY OPTIMIZED CODE. With a clean and minimalist code, Schema Pro surely meets Google guidelines.
Revolutionary and Intuitive

CUSTOM FIELD SUPPORT. Schema Pro gives you complete freedom to map required fields with existing values or add custom values to them.
EASILY EXTENDABLE. With easy to use filters, you can add additional fields and extend the markup with details that you wish to display.
",5,2.7.3,14/07/2022,BrainstormForce,"SEO, Structured Data",Plugins > SEO,https://wpschema.com/test-implementation/,https://wpschema.com/
UpdraftPlus Premium Backup Plugin,"UpdraftPlus, the world’s most trusted WordPress backup, restore and clone plugin. Hacking, server crashes, dodgy updates or simple user error can ruin your WordPress site. That’s why you need UpdraftPlus. Keep your WordPress site safe and install now! Why choose UpdraftPlus?

Easy-to-use. Engage with an easy-to-use interface that allows you to backup and restore with a single click on a schedule that suits you.

Trusted. Not all backup plugins are created equal.  UpdraftPlus is tested in more scenarios, installed on more servers and rated higher than any rival.

Comprehensive. UpdraftPlus is a complete, general-purpose backup and restore plugin with more features and advanced tools than any rival.

What does UpdraftPlus do?

Backup. Performs complete manual or scheduled backups of all your WordPress files, databases, plugins and themes

Set schedules. Backup schedules every 4, 8 or 12 hours, daily, weekly, fortnightly or monthly

Restore. Restores backups directly from your WordPress control panel

What are the additional benefits of Premium?

Cloning and migration. Migrator clones your WordPress site and moves it to a new domain or host directly and simply.

Incremental backups. Allows you to only backup changes to your files (such as a new image) that have been made to your site since the last backup

Pre-update backups. Automatically backs up your website before any updates to plugins, themes and cores

Backup non-WordPress files and databases. Backup the WP core and non-WP files and databases

Network / multisite. Backup WordPress multisites or networks securely

Backup time and scheduling. Set exact times to create, retain or delete backups

More database options. Encrypt your sensitive databases (e.g. customer information or passwords); Backup external databases and more…

Importer. Some backup plugins can’t restore a backup, so Premium allows you to restore backups from other plugins

Lock settings. Lock access to UpdraftPlus via a password so you choose which site users can access backups

Run from WP-CLI. Run optimization commands directly on command-line with detailed output on screen",5,2.22.23.25,01/10/2022,UpdraftPlus,Backup,Plugins > Security,https://updraftplus.com/shop/updraftplus-premium/,https://updraftplus.com/
WPForms Pro – Drag & Drop WordPress Form Builder,"WPForms is the best contact form WordPress Plugin. Here are the features that makes WPForms the most powerful and user-friendly WordPress Form builder in the market.

Drag & Drop Form Builder. Easily create an amazing form in just a few minutes without writing any code.

Form Templates. Start with pre-built form templates to save even more time.

Responsive Mobile Friendly. WPForms is 100% responsive meaning it works on mobile, tablets & desktop.

Smart Conditional Logic. Easily create high performance forms with our smart conditional logic.

Instant Notifications. Respond to leads quickly with our instant form notification feature for your team.

Entry Management. View all your leads in one place to streamline your workflow.

Multi-Page Forms. Split long forms into multiple pages to improve user experience.

File Uploads. Allow users to upload files and media with their form submissions.

User Registration. Create custom WordPress user registration forms.

Spam Protection. Our smart captcha and honeypot automatically prevent spam submissions.

PayPal Addon. Easily collect payments, donations, and online orders with our PayPal addon.

Stripe Addon. Easily collect payments, donations, and online orders with our Stripe addon.

Constant Contact Integration. Create Constant Contact signup forms in WordPress to grow your email.

AWeber Addon. Create AWeber signup forms in WordPress to grow your email list.

Mailchimp Addon. Create Mailchimp signup forms in WordPress to grow your email list.

GetResponse Addon. Create GetResponse signup forms in WordPress to grow your email list.

Campaign Monitor Addon. Create Campaign Monitor signup forms in WordPress to grow your email list.

Drip Addon. Create Drip signup forms in WordPress to grow your email list.

Custom CAPTCHA. Add Custom Questions and Math Captcha.

Geolocation Data. Learn more about your users with geolocation data.

Zapier Addon. Connect with 500+ web apps with WPForms and Zapier.

Post Submissions Addon. Allow users to submit guest blog posts and other content in WordPress.

Surveys and Polls Addon. Easily create surveys forms and analyze the data with interactive reports.

Signature Addon. Allow users to sign your online forms with their mouse or touchscreen.

Form Pages Addon. Create ""distraction-free"" form landing pages to boost conversions.

Form Abandonment Addon. Unlock more leads by capturing partial entries from your forms.

Offline Forms Addon. Save user's form data and submit it when their internet connection is restored.

Form Locker Addon. Allows you to lock your WordPress forms with permissions and access control rules.

Conversational Forms Addon. Create interactive form layouts to boost form completion rate.

Form Templates Pack Addon. Choose from a huge variety of pre-built templates for every niche and industry",5,1.7.7,27/09/2022,WPForms,Forms,Plugins >  WPForms,https://wpforms.com/,https://wpforms.com/
Swift Performance – WordPress Cache & Performance Booster,"Swift Performance Nulled is WordPress plugin from Codecanyon for Cache & Performance Booster. Main features:

Eliminate render blocking assets. Swift Performance not just minify and combine the CSS and JavaScript files, but it can create critical CSS on the fly for your pages.

Innovative, super fast cache. Swift Performance provide intelligent caching, you can cache AJAX requests and dynamic requests as well.

Image Optimizer. Swift Performance comes with a built-in image optimizer. You can lossless compress your JPEG and PNG images, and improve your site’s performance.

CDN Support. Swift Performance provides CDN support. You can specify a hostname what will be used for static resources. You can also set 3 different hosts for CSS, JS and for media files.

Lazy Load. Enable if you would like lazy load for images. Lazy load will work for every uploaded images.

Merge Scripts. With this option you can merge all JavaScript files to reduce number of HTML requests, and move them to footer to avoid ""Render Blocking Script"" issue.

Minify JavaScript. Enable this function if you would like to minify the merged JS file.

Proxy 3rd Party Assets. Proxy 3rd party JavaScript and CSS files which created by JavaScript (eg: Google Analytics). It can be useful if you would like to override the expiry headers for 3rd party assets.

Exclude 3rd Party Assets. Exclude scripts from being proxied if one of these strings is found in the match.

Merge Styles. Merge CSS files to reduce number of HTML requests

Print critical CSS inline. Enable if you would like to print the critical CSS into the header, instead of a separated CSS file (recommended).

Print full CSS inline. Enable if you would like to print the merged CSS into the footer, instead of a separated CSS file.

Minify CSS. Enable this function if you would like to minify the merged and critical CSS file.

Exclude 3rd Party CSS. Exclude 3rd party CSS files (eg: Google Fonts CSS) from merged styles

Exclude Styles. Exclude style from being merged if one of these strings is found in the match.

Merge Assets for Logged in Users. Enable if you would like to merge styles and scripts for logged in users as well. You should enable this option only if the content won't be changed frequently, and/or you have small CSS. Otherwise it can affect the user experience.

Merge Assets in Background. In some cases the generating the critical CSS takes some time. If you enable this option the plugin will generate it in the background. This option is available only if caching is enabled.

Caching Mode. Disk cache with rewrites is faster, however sometimes you can't edit the .htaccess file or the Nginx config so Disk cache with PHP is also available as a fallback.

Cache Path. You can specify a cache path. It will be wp-content/cache by default.

Resource saving mode. This option will reduce intelligent cache check requests. Recommended for limited resource servers. You also should use this option if there are dynamic generated parts (eg tokens) in the source.

Enable Mobile Device Support. You can create separate cache for mobile devices, it can be useful if your site not just responsive, but it has a separate mobile theme/layout.",5,2.3.6.4,25/10/2021,swte,"Cache, Optimizers",Plugins > Caching,https://swiftperformance.io/,https://codecanyon.net/item/swift-performance-wordpress-cache-performance-booster/19716242
"Elementor Extras WordPress Plugin
","The description for Elementor Extras NULLED is not yet ready, you can click the Developer website link directly below the title on this page and read the detailed description of Elementor Extras NULLED on the developer's website.",5,2.2.51,09/05/2021,Namogo,"Elementor Addons, Interface",Plugins > Elementor Pro,https://shop.namogo.com/product/elementor-extras/,https://shop.namogo.com/product/elementor-extras/
Advanced Custom Fields (ACF) Pro,"Advanced Custom Fields is the perfect solution for any WordPress website which needs more flexible data like other Content Management Systems.

By default, WordPress posts and pages have a limited set of data-input fields. But sometimes you need to collect and display more data than what is available. This is where Advanced Custom Fields comes in handy. Using this plugin, you can create new custom fields for your posts, pages, and custom post types.

Visually create your Fields
Select from multiple input types (text, textarea, wysiwyg, image, file, page link, post object, relationship, select, checkbox, radio buttons, date picker, true / false, repeater, flexible content, gallery and more to come!)
Assign your fields to multiple edit pages (via custom location rules)
Easily load data through a simple and friendly API
Uses the native WordPress custom post type for ease of use and fast processing
Uses the native WordPress metadata for ease of use and fast processing
Use the Advanced Custom Fields plugin to take full control of your edit screens & custom field data

Simple & Intuitive
Once installed, simply create a field group, add your fields and define the location rules. Presto! Your fields have appeared and are ready for data.

All about fields
With over 20 field types (free, premium and user submitted) to choose from, custom data management couldn’t be easier, or look any better!

Made for developers
At the core of the Advanced Custom Fields plugin is the simple and intuitive API. Use functions like get_field() and the_field() to quickly build powerful templates.

Q and A
The support forum is a community powered knowledge base of questions, solutions, bug reports, user submitted fields and code examples.

ACF PRO
The Advanced Custom Fields plugin is also available in a professional version which includes more fields, more functionality, and more flexibility! At the core of ACF PRO is a brand new version of ACF (version 5) which includes searchable drop downs, smarter and faster DB calls, improved UI and much much more!

Repeater - Create a set of sub fields which can be repeated again and again whilst editing content!
Gallery - Simple and intuitive interface for managing a collection of images.
Flexible Content - Define groups of sub fields and add, edit, and re-order them to create highly customised content!
Options pages - Add extra admin pages to edit ACF fields!
Plus all the awesome-ness in ACF v5!

Smarter field settings – ACF now saves its field settings as individual post objects
More AJAX – More fields use AJAX powered search to speed up page loading
Local JSON – New auto export to JSON feature improves speed
Better version control – New auto export to JSON feature allows field settings to be version controlled
Swapped XML for JSON – Import / Export now uses JSON in favour of XML
New Forms – Fields can now be mapped to comments, widgets and all user forms!
New oEmbed Field – A new field for embedding content has been added
Better Gallery Field – The gallery field has undergone a much needed facelift
New Settings – Field group settings have been added for label placement and instruction placement
Better Front End Forms – acf_form() can now create a new post on submission
Better Validation – Form validation is now done via PHP + AJAX in favour of only JS
Better Relationship Field – New Relationship field setting for 'Filters' (Search, Post Type, Taxonomy)
Moving Fields – New field group functionality allows you to move a field between groups & parents
Better Page Link – New archives group in page_link field selection
Better Options Pages – New functions for options page allow creation of both parent and child menu pages",5,6.0.4,09/11/2022,Elliot Condon,Custom Fields,Plugins,https://www.advancedcustomfields.com/pro/#pricing-table,https://www.advancedcustomfields.com/pro/
"All in One Support Button + Callback Request. WhatsApp, Messenger, Telegram, LiveChat and more…","on position, color, size, icon, label. All the settings can be set separately for mobile and desktop version of widget
Menu customization– customize menu size, menu background, menu icons style, text color, etc… All the settings can be set separately for mobile and desktop version of widget
Menu items– choose items you want, add/edit/remove menu items
Menu items visibility– choose what items will be displayed on desktop and mobile devices separately
Custom javascript handler– you can write custom JavaScript item handler to integrate widget with live-chat widgets, run Google Analytics code, etc…
Live chat integrations– you can use this functionality to integrate with one or few live chats such as FaceBook Customer Chat, Tawk.to, Zendesk chat etc…
Customize prompt messages– add/edit/remove prompt messages
Callback request– customer can easily request a call-back to his/her phone number
Email– when visitor request a callback you will receive an email
Twilio integration– you can use Twilio integration to receive SMS when visitor request a callback
Telegram chatbot– you can create and integrate Telegram chatbot to receive Telegram message when visitor request a callback
Onesignal integration– you can use Onesignal integration to receive Web Push Notifications when visitor request a callback
Callback requests in admin panel– you can manage all callback requests in admin panel
Google reCaptcha V3 integration– prevent bots to send call-back request via invisible Google reCaptcha V3
Countdown timer– display countdown timer when customer request a call-back
Theme color– customize button color
Hashtag commands– you can use simple link with hashtag href to send some commands (open menu, close menu, open call back popup etc…) to widget.
Shortcodes– you can use shortcodes on any of your site pages to display contact buttons
Export/import settings – scince version 1.5.0 you can easily export all plugin data to file. This tool allows you to migrate to newer version without data loss.",5,2.2.6,22/08/2022,Areama,"Social, Misc",Plugins,https://codecanyon.net/item/contact-us-allinone-button-with-callback-request-feature-for-wordpress/22266189,https://codecanyon.net/item/contact-us-allinone-button-with-callback-request-feature-for-wordpress/22266189
